52,56.8,35.1,0.003409948,,,,
52,51.4,35.9,0.003046066,,,,
52,45,37,0.002926928,,,,
52,37.2,38.7,0.003166014,,,,
52,28,41.8,0.003924471,,,,
52,17.5,49.1,0.005372057,,,,
52,7.1,80.9,0.007640599,,,,
52,9.4,176.5,0.010703993,,,,
52,20.2,196.5,0.014331239,,,,
52,30.4,202.2,0.018038962,,,,
52,39.2,204.9,0.02141521,,,,
52,46.6,206.4,0.02423726,,,,
52,52.8,207.4,0.026449432,,,,
52,57.9,208.1,0.028076067,,,,
50.7,53.7,26.1,0.001714635,,,,
50.7,47.7,24.8,0.001343334,,,,
50.7,40.5,22.9,0.001290087,,,,
50.7,32,19.6,0.001679333,,,,
50.7,22.2,12.8,0.002685179,,,,
50.7,12.1,352.8,0.004467307,,,,
50.7,8.4,281.7,0.007106523,,,,
50.7,16.9,239.7,0.010488759,,,,
50.7,27.1,228.5,0.014265088,,,,
50.7,36.3,223.8,0.017988258,,,,
50.7,44.1,221.3,0.021282249,,,,
50.7,50.7,219.8,0.024022691,,,,
50.7,56.1,218.7,0.026138255,,,,
49.4,54.9,44.6,0.004805342,,,,
49.4,49.3,47.5,0.004621784,,,,
49.4,42.8,51.7,0.004742172,,,,
49.4,35.3,58.4,0.005297724,,,,
49.4,27.4,69.9,0.006417121,,,,
49.4,20.4,91.9,0.008246862,,,,
49.4,18.2,127.6,0.010823311,,,,
49.4,22.6,159.1,0.013967128,,,,
49.4,30.2,176.4,0.017364378,,,,
49.4,38.1,185.7,0.020630696,,,,
49.4,45.2,191.3,0.023442106,,,,
49.4,51.4,194.9,0.025735971,,,,
49.4,56.6,197.5,0.027465072,,,,
48.2,59.7,58.9,0.008911953,,,,
48.2,55.6,63.8,0.009052677,,,,
48.2,51.3,70.2,0.00951753,,,,
48.2,46.9,78.5,0.010327811,,,,
48.2,42.9,89.4,0.011604592,,,,
48.2,40,103,0.01336677,,,,
48.2,38.9,118.7,0.015594797,,,,
48.2,40,134.3,0.018121292,,,,
48.2,43,147.8,0.020748523,,,,
48.2,47,158.6,0.023206584,,,,
48.2,51.4,166.9,0.025357353,,,,
48.2,55.7,173.2,0.027101242,,,,
48.2,59.7,178.1,0.028455586,,,,
51,63.9,7.3,0.000934466,,,,
51,60.4,3.5,0.000423806,,,,
51,56.6,358.7,0.000135824,,,,
51,52.5,352.5,0.0001472,,,,
51,48.4,344.5,0.00055585,,,,
51,44.7,334.2,0.001464262,,,,
51,41.9,321.5,0.002959015,,,,
51,40.8,307,0.005090481,,,,
51,41.6,292.5,0.007770278,,,,
51,44.2,279.5,0.010888226,,,,
51,47.9,268.9,0.014191162,,,,
51,51.9,260.6,0.01737957,,,,
51,56,254.2,0.020315853,,,,
51,59.8,249.2,0.022834884,,,,
51,63.4,245.3,0.024958791,,,,
53.4,61.4,60.3,0.010506362,,,,
53.4,57.7,64.9,0.01081523,,,,
53.4,53.7,70.8,0.011404381,,,,
53.4,49.5,78.3,0.012294694,,,,
53.4,45.6,88.1,0.013646648,,,,
53.4,42.4,100.3,0.015404374,,,,
53.4,40.8,114.6,0.017612761,,,,
53.4,41.1,129.5,0.02006986,,,,
53.4,43.3,143.2,0.02259147,,,,
53.4,46.7,154.7,0.024906429,,,,
53.4,50.8,163.7,0.026896164,,,,
53.4,54.9,170.6,0.028432603,,,,
53.4,58.8,176,0.029576487,,,,
53.4,62.5,180.3,0.030420674,,,,
56.5,61.2,6.1,0.000235235,,,,
56.5,57.3,1.8,1.32E-05,,,,
56.5,53.2,356.2,8.81E-05,,,,
56.5,48.8,348.9,0.000555696,,,,
56.5,44.6,339.3,0.001518675,,,,
56.5,41.1,327,0.003079353,,,,
56.5,39.2,312.3,0.005288366,,,,
56.5,39.4,296.7,0.008124837,,,,
56.5,41.6,282.4,0.011410917,,,,
56.5,45.2,270.5,0.014930822,,,,
56.5,49.5,261.4,0.018346247,,,,
56.5,53.8,254.4,0.021423662,,,,
56.5,57.9,249,0.024041884,,,,
56.5,61.7,244.9,0.026145583,,,,
53.9,55.5,37.8,0.003889827,,,,
53.9,49.9,39,0.003660407,,,,
53.9,43.1,40.8,0.003720084,,,,
53.9,35.1,43.7,0.00419505,,,,
53.9,25.7,49.1,0.005236944,,,,
53.9,15.5,62.5,0.007006809,,,,
53.9,8.1,113.2,0.009593318,,,,
53.9,13.5,176.3,0.012887303,,,,
53.9,23.7,193.3,0.016592021,,,,
53.9,33.3,199.6,0.020187644,,,,
53.9,41.5,202.8,0.023281997,,,,
53.9,48.5,204.8,0.025792971,,,,
53.9,54.3,206.1,0.027672036,,,,
52.9,59.1,53.2,0.007901882,,,,
52.9,54.7,57.2,0.008008984,,,,
52.9,49.7,62.4,0.008350399,,,,
52.9,44.3,69.8,0.009111377,,,,
52.9,38.8,80.1,0.010306055,,,,
52.9,34.1,94.8,0.012087165,,,,
52.9,31.6,113.8,0.014440222,,,,
52.9,32.2,134.3,0.017220963,,,,
52.9,35.8,151.7,0.020202143,,,,
52.9,40.9,164.5,0.023014387,,,,
52.9,46.4,173.5,0.025437081,,,,
52.9,51.7,179.9,0.027377337,,,,
52.9,56.5,184.5,0.02883178,,,,
52.9,60.7,188,0.029868835,,,,
54.6,61.1,13.8,0.000822903,,,,
54.6,56.9,10.7,0.000365195,,,,
54.6,52.1,6.6,0.000141729,,,,
54.6,46.7,0.9,0.000245236,,,,
54.6,40.9,352.8,0.000793377,,,,
54.6,35.3,340.8,0.001915873,,,,
54.6,30.9,323.6,0.003750911,,,,
54.6,29.5,302.2,0.006315258,,,,
54.6,31.6,281.3,0.009549934,,,,
54.6,36.4,265.3,0.0131928,,,,
54.6,42.1,254.3,0.016851114,,,,
54.6,47.8,246.7,0.02024113,,,,
54.6,53.1,241.4,0.023148645,,,,
54.6,57.7,237.5,0.025465389,,,,
53.2,54.3,28.2,0.002111937,,,,
53.2,48.5,27.4,0.001811785,,,,
53.2,41.4,26.2,0.001814935,,,,
53.2,33,24.1,0.002248081,,,,
53.2,23.1,19.9,0.003294407,,,,
53.2,12.3,7.4,0.005098149,,,,
53.2,5.4,290.4,0.007773441,,,,
53.2,14.3,234,0.011199119,,,,
53.2,25,224.2,0.0150139,,,,
53.2,34.6,220.6,0.018770964,,,,
53.2,42.7,218.7,0.02207302,,,,
53.2,49.5,217.6,0.024768684,,,,
53.2,55.2,216.9,0.026850341,,,,
53.7,61.8,6,0.000422066,,,,
53.7,58,1.9,9.23E-05,,,,
53.7,53.9,356.5,3.35E-05,,,,
53.7,49.5,349.5,0.00033825,,,,
53.7,45.3,340.3,0.001107263,,,,
53.7,41.7,328.5,0.002440289,,,,
53.7,39.5,314.1,0.004423544,,,,
53.7,39.4,298.6,0.007032239,,,,
53.7,41.3,284,0.010149194,,,,
53.7,44.7,271.8,0.013536683,,,,
53.7,48.9,262.3,0.016927255,,,,
53.7,53.2,255,0.020061168,,,,
53.7,57.4,249.4,0.022812482,,,,
53.7,61.2,245.1,0.025052596,,,,
52.2,58.6,20.4,0.001383211,,,,
52.2,53.6,18.2,0.000862369,,,,
52.2,47.9,15.2,0.00058938,,,,
52.2,41.2,10.6,0.000647651,,,,
52.2,33.6,3.3,0.001189337,,,,
52.2,25.7,350.2,0.002365774,,,,
52.2,19.4,325.2,0.004331193,,,,
52.2,18.7,288.7,0.007097901,,,,
52.2,24.1,260.7,0.010533512,,,,
52.2,31.9,245.7,0.014318073,,,,
52.2,39.6,237.5,0.018005225,,,,
52.2,46.5,232.5,0.021296922,,,,
52.2,52.5,229.3,0.02402854,,,,
52.2,57.5,227,0.026146779,,,,
49.6,61.3,50.7,0.007436824,,,,
49.6,57.2,54.1,0.00730348,,,,
49.6,52.5,58.6,0.007385535,,,,
49.6,47.2,64.7,0.007757527,,,,
49.6,41.7,73.2,0.008546596,,,,
49.6,36.4,85.4,0.009850869,,,,
49.6,32.5,102.2,0.011741964,,,,
49.6,31.3,122.5,0.014182919,,,,
49.6,33.4,142.2,0.017034874,,,,
49.6,37.9,157.5,0.019995981,,,,
49.6,43.3,168.5,0.022743173,,,,
49.6,48.8,176.1,0.025111968,,,,
49.6,53.9,181.7,0.027007067,,,,
49.6,58.4,185.7,0.028434059,,,,
52.7,65,1.9,0.00073448,,,,
52.7,61.9,357.6,0.000405567,,,,
52.7,58.7,352.3,0.000334323,,,,
52.7,55.4,345.9,0.00057525,,,,
52.7,52.2,337.9,0.001227462,,,,
52.7,49.5,328.3,0.002363408,,,,
52.7,47.7,317.3,0.004027908,,,,
52.7,47.2,305.4,0.006247578,,,,
52.7,48,293.6,0.008935153,,,,
52.7,50,282.8,0.011948824,,,,
52.7,52.8,273.5,0.01508114,,,,
52.7,56,265.9,0.018088644,,,,
52.7,59.3,259.6,0.020863943,,,,
52.7,62.5,254.6,0.023242545,,,,
52.7,65.5,250.4,0.025250992,,,,
51.1,61.2,14,0.001042071,,,,
51.1,57,10.9,0.000471928,,,,
51.1,52.2,6.8,0.000117924,,,,
51.1,46.8,1.1,7.22E-05,,,,
51.1,41,353,0.000453007,,,,
51.1,35.4,341.1,0.001386449,,,,
51.1,31.1,324.1,0.002995233,,,,
51.1,29.6,302.7,0.005358694,,,,
51.1,31.7,281.9,0.008384695,,,,
51.1,36.4,265.9,0.01185026,,,,
51.1,42.1,254.8,0.015430595,,,,
51.1,47.8,247.2,0.018803742,,,,
51.1,53,241.8,0.021749077,,,,
51.1,57.7,237.9,0.024210699,,,,
49.5,54.2,28.2,0.002005203,,,,
49.5,48.3,27.4,0.001575177,,,,
49.5,41.2,26.1,0.001424809,,,,
49.5,32.7,24,0.001704813,,,,
49.5,22.8,19.6,0.002566555,,,,
49.5,12,6.3,0.004178708,,,,
49.5,5.6,287.2,0.00664243,,,,
49.5,14.6,234.1,0.009863381,,,,
49.5,25.3,224.5,0.01354438,,,,
49.5,34.9,220.9,0.017261199,,,,
49.5,43,219,0.020612364,,,,
49.5,49.7,217.9,0.023387517,,,,
49.5,55.4,217.2,0.025630307,,,,
48.2,56.2,45.9,0.005194121,,,,
48.2,50.9,48.8,0.004931548,,,,
48.2,44.8,53.1,0.004976614,,,,
48.2,37.8,59.5,0.005386435,,,,
48.2,30.3,70.2,0.006341791,,,,
48.2,23.5,89,0.00794925,,,,
48.2,20.3,119.2,0.010280536,,,,
48.2,23,150.2,0.01321733,,,,
48.2,29.6,169.9,0.016489766,,,,
48.2,37.1,181.1,0.019721664,,,,
48.2,44.2,187.8,0.022624693,,,,
48.2,50.4,192.2,0.025003091,,,,
48.2,55.7,195.2,0.026858963,,,,
52.1,58.7,52.7,0.007583842,,,,
52.1,54.1,56.4,0.007568394,,,,
52.1,48.9,61.4,0.007823742,,,,
52.1,43.1,68.5,0.008448476,,,,
52.1,37.2,78.9,0.00957247,,,,
52.1,32,94.1,0.011257139,,,,
52.1,29.2,114.7,0.013572438,,,,
52.1,30,137.1,0.016379787,,,,
52.1,34,155.6,0.019396391,,,,
52.1,39.6,168.6,0.022299248,,,,
52.1,45.5,177.4,0.024829836,,,,
52.1,51,183.5,0.026849812,,,,
52.1,56,187.9,0.028408393,,,,
52.1,60.3,191.2,0.029524045,,,,
54.2,61.2,12.4,0.000729202,,,,
54.2,57.1,8.9,0.000272474,,,,
54.2,52.5,4.4,6.35E-05,,,,
54.2,47.4,358.1,0.0001893,,,,
54.2,42.1,349.4,0.000769803,,,,
54.2,37.2,337.2,0.001925495,,,,
54.2,33.7,320.8,0.003769602,,,,
54.2,32.8,301.6,0.006323754,,,,
54.2,35,283.2,0.00951463,,,,
54.2,39.3,268.7,0.013058362,,,,
54.2,44.4,258.2,0.016609811,,,,
54.2,49.7,250.7,0.019944454,,,,
54.2,54.5,245.3,0.022766877,,,,
54.2,58.9,241.2,0.025117431,,,,
52.8,55.3,26.7,0.001946857,,,,
52.8,49.7,25.4,0.001556689,,,,
52.8,42.9,23.5,0.001451299,,,,
52.8,34.9,20.3,0.001747976,,,,
52.8,25.6,14.2,0.002616037,,,,
52.8,15.7,359.2,0.004219996,,,,
52.8,9.1,308.7,0.006682233,,,,
52.8,14.5,252,0.009934045,,,,
52.8,24.4,234.8,0.013684151,,,,
52.8,33.8,228.1,0.017476321,,,,
52.8,41.9,224.7,0.020890965,,,,
52.8,48.8,222.6,0.023775899,,,,
52.8,54.6,221.2,0.026052285,,,,
50.5,62.7,56.6,0.00942056,,,,
50.5,59,60.5,0.009446122,,,,
50.5,55,65.6,0.009747708,,,,
50.5,50.6,72.2,0.010318901,,,,
50.5,46.2,80.8,0.011268424,,,,
50.5,42.2,92.1,0.012677767,,,,
50.5,39.5,106.2,0.01460356,,,,
50.5,38.7,122,0.016925102,,,,
50.5,40.1,137.5,0.019499412,,,,
50.5,43.3,150.8,0.022098362,,,,
50.5,47.5,161.2,0.024481156,,,,
50.5,51.9,169.1,0.026460263,,,,
50.5,56.2,175.2,0.028035955,,,,
50.5,60.1,179.9,0.029203148,,,,
53.6,63.9,6.5,0.000650278,,,,
53.6,60.5,2.5,0.00023619,,,,
53.6,56.8,357.6,6.11E-05,,,,
53.6,52.9,351.2,0.00020687,,,,
53.6,49,343.1,0.000764055,,,,
53.6,45.5,332.9,0.00182628,,,,
53.6,43,320.4,0.003491292,,,,
53.6,42.1,306.5,0.005763716,,,,
53.6,43,292.6,0.008583542,,,,
53.6,45.5,280.2,0.011777382,,,,
53.6,49,269.9,0.015124582,,,,
53.6,52.9,261.8,0.018332893,,,,
53.6,56.8,255.5,0.021212522,,,,
53.6,60.5,250.5,0.023684575,,,,
53.6,63.9,246.6,0.02569163,,,,
52.1,56,17.3,0.000880516,,,,
52.1,50.8,14.2,0.000492796,,,,
52.1,44.7,9.7,0.000398184,,,,
52.1,37.9,2.9,0.000720941,,,,
52.1,30.7,351.7,0.001612689,,,,
52.1,24.4,332.6,0.00322976,,,,
52.1,21.8,303.9,0.005637439,,,,
52.1,24.6,275.5,0.008784203,,,,
52.1,31,256.9,0.012421026,,,,
52.1,38.2,246,0.016146398,,,,
52.1,45,239.3,0.019606557,,,,
52.1,51,234.9,0.022569332,,,,
52.1,56.2,231.8,0.024980565,,,,
51.2,60.4,11.3,0.00075123,,,,
51.2,56.2,7.6,0.000260306,,,,
51.2,51.5,2.7,1.79E-05,,,,
51.2,46.3,356,0.000123814,,,,
51.2,41.1,346.6,0.00069223,,,,
51.2,36.4,333.5,0.001854658,,,,
51.2,33.4,316.4,0.003697053,,,,
51.2,33.2,297.1,0.006247825,,,,
51.2,35.9,279.6,0.00936971,,,,
51.2,40.5,266,0.012851048,,,,
51.2,45.7,256.3,0.016310826,,,,
51.2,50.8,249.3,0.019510374,,,,
51.2,55.6,244.2,0.02231372,,,,
51.2,59.8,240.4,0.024588823,,,,
49.6,58.2,26.9,0.002231592,,,,
49.6,53.1,25.8,0.001621771,,,,
49.6,47,24.2,0.0012181,,,,
49.6,39.7,21.8,0.001137562,,,,
49.6,31.2,17.7,0.001509126,,,,
49.6,21.5,9,0.002505643,,,,
49.6,12.1,344.1,0.004287411,,,,
49.6,10.2,278,0.006924171,,,,
49.6,18.7,242.6,0.01027518,,,,
49.6,28.5,231.4,0.013980612,,,,
49.6,37.4,226.4,0.017636172,,,,
49.6,45,223.6,0.020904212,,,,
49.6,51.4,221.9,0.0236225,,,,
49.6,56.7,220.7,0.025757362,,,,
48.2,59,42.9,0.005107083,,,,
48.2,54.1,45,0.004675612,,,,
48.2,48.4,47.9,0.004460442,,,,
48.2,41.7,52.2,0.004552943,,,,
48.2,34,59,0.005068333,,,,
48.2,25.9,71.2,0.006176046,,,,
48.2,19,95.2,0.0079964,,,,
48.2,17.5,133.5,0.010557195,,,,
48.2,22.8,164.1,0.013701604,,,,
48.2,30.8,180,0.017094609,,,,
48.2,38.7,188.5,0.020301213,,,,
48.2,45.8,193.5,0.02311194,,,,
48.2,51.9,196.9,0.025389067,,,,
48.2,57,199.2,0.027130191,,,,
47,62.8,56,0.008944965,,,,
47,59.1,59.9,0.008853526,,,,
47,55,65,0.008998344,,,,
47,50.6,71.6,0.00942652,,,,
47,46.2,80.2,0.010224228,,,,
47,42.2,91.5,0.011477063,,,,
47,39.4,105.5,0.013208956,,,,
47,38.6,121.4,0.015424853,,,,
47,40,137,0.017941539,,,,
47,43.2,150.3,0.020541586,,,,
47,47.4,160.8,0.023006948,,,,
47,51.8,168.8,0.025121246,,,,
47,56.1,174.8,0.026860721,,,,
47,60.1,179.6,0.028232208,,,,
50.1,63.4,6.4,0.00092353,,,,
50.1,59.9,2.3,0.000428972,,,,
50.1,56.2,357.1,0.00017546,,,,
50.1,52.3,350.6,0.000230106,,,,
50.1,48.4,342.1,0.000700794,,,,
50.1,45.1,331.5,0.001676028,,,,
50.1,42.8,318.8,0.003232018,,,,
50.1,42.2,304.8,0.005400023,,,,
50.1,43.4,291.1,0.00809905,,,,
50.1,46.1,279,0.01117846,,,,
50.1,49.6,269.2,0.014347678,,,,
50.1,53.5,261.4,0.017453556,,,,
50.1,57.4,255.3,0.020293937,,,,
50.1,61.1,250.5,0.022766038,,,,
48.4,60.3,19.9,0.001679499,,,,
48.4,55.7,17.6,0.000976983,,,,
48.4,50.5,14.4,0.000469059,,,,
48.4,44.4,9.8,0.000237083,,,,
48.4,37.5,2.7,0.000413127,,,,
48.4,30.3,351.2,0.001147648,,,,
48.4,24.2,331.6,0.002581384,,,,
48.4,21.9,302.6,0.004806544,,,,
48.4,25,274.8,0.007761974,,,,
48.4,31.5,256.8,0.011233391,,,,
48.4,38.6,246.2,0.014817204,,,,
48.4,45.4,239.7,0.018236569,,,,
48.4,51.3,235.4,0.021200325,,,,
48.4,56.5,232.3,0.023717411,,,,
51.7,60,56.3,0.008767127,,,,
51.7,55.8,60.4,0.008837015,,,,
51.7,51.1,65.8,0.00916452,,,,
51.7,46.1,73.1,0.009852641,,,,
51.7,41.1,83.2,0.010996414,,,,
51.7,36.9,96.8,0.012653239,,,,
51.7,34.5,114,0.014841839,,,,
51.7,34.8,132.5,0.017436401,,,,
51.7,37.8,149,0.020258434,,,,
51.7,42.3,161.7,0.02293584,,,,
51.7,47.3,171,0.025258831,,,,
51.7,52.3,177.8,0.027168842,,,,
51.7,56.8,182.8,0.02859341,,,,
51.7,60.9,186.7,0.029658811,,,,
53.2,62.9,9.6,0.000744999,,,,
53.2,59.2,5.9,0.000266193,,,,
53.2,55.1,1.2,1.92E-05,,,,
53.2,50.6,355,8.90E-05,,,,
53.2,46.1,346.7,0.000580711,,,,
53.2,41.9,335.8,0.001601866,,,,
53.2,38.8,321.9,0.003252217,,,,
53.2,37.7,305.9,0.005561568,,,,
53.2,38.9,290,0.008458994,,,,
53.2,42,276.2,0.011776073,,,,
53.2,46.2,265.4,0.015218872,,,,
53.2,50.8,257.3,0.018521727,,,,
53.2,55.2,251.1,0.021466936,,,,
53.2,59.3,246.5,0.023931183,,,,
49.2,60.2,54.7,0.008109788,,,,
49.2,56,58.8,0.008100467,,,,
49.2,51.4,64.1,0.008340601,,,,
49.2,46.3,71.3,0.008899245,,,,
