19.4,60.8,137.8,0.008600506
19.4,57.1,142.4,0.00825311
19.4,53.1,148.3,0.007855952
19.4,49.1,155.8,0.007437615
19.4,45.3,165.5,0.007011126
19.4,42.2,177.6,0.006614261
19.4,40.7,191.7,0.006340787
19.4,41.1,206.3,0.006217056
19.4,43.3,219.8,0.00625413
19.4,46.8,231,0.006439228
19.4,50.8,239.8,0.006704615
19.4,54.9,246.7,0.007011246
19.4,58.8,252,0.007327126
19.4,62.4,256.2,0.007629896
23.1,54.9,112.4,0.007274555
23.1,49.3,113.4,0.006555905
23.1,42.5,114.9,0.005669792
23.1,34.5,117.4,0.004656371
23.1,25.1,122.1,0.003567417
23.1,14.8,134.2,0.002586862
23.1,7,187.3,0.001956053
23.1,12.9,255.2,0.001834808
23.1,23.2,270.6,0.002211378
23.1,32.9,276.1,0.002913485
23.1,41.2,278.8,0.003730626
23.1,48.2,280.5,0.004530397
23.1,54.1,281.6,0.005262975
17.5,66.3,145.4,0.009197171
17.5,63.5,149.4,0.008958626
17.5,60.4,154.2,0.008670367
17.5,57.3,160.1,0.008362062
17.5,54.3,167.3,0.008038078
17.5,51.6,175.9,0.007711478
17.5,50.1,219.4,0.007024175
17.5,52.4,229.1,0.007095525
17.5,55.3,237.3,0.007248986
17.5,58.4,244.1,0.007443911
17.5,61.5,249.6,0.007663025
17.5,64.6,254.2,0.007899568
27,60,86.4,0.006669922
27,55.8,82.9,0.005878404
27,50.9,78.2,0.004911604
27,45.6,71.9,0.003824093
27,40.1,62.8,0.002643529
27,34.9,49.8,0.001493655
27,31.4,32,0.000583334
27,30.9,11.3,0.000103556
27,33.6,352.1,0.000136436
27,38.4,337.6,0.000614689
27,44,327.4,0.001376692
27,49.4,320.3,0.00223883
27,54.5,315.2,0.003114276
27,58.9,311.4,0.003909777
21.5,55.7,127.2,0.007848151
21.5,50.5,130,0.00724287
21.5,44.4,134,0.006506424
21.5,37.4,140.2,0.005652894
21.5,29.9,150.5,0.004753158
21.5,23,169,0.003927558
21.5,19.6,199.5,0.003361443
21.5,22.3,231.2,0.003192229
21.5,28.9,251.2,0.003401942
21.5,36.5,262.4,0.003887619
21.5,43.6,268.9,0.004500071
21.5,49.9,273.2,0.005130418
21.5,55.3,276.1,0.005722793
21.5,59.9,278.3,0.006244319
22.9,57.2,120.3,0.007908985
22.9,52,121.2,0.007258876
22.9,45.8,122.4,0.006444883
22.9,38.4,124.2,0.005455326
22.9,29.6,127.5,0.004319243
22.9,19.6,134.8,0.003164327
22.9,9.5,159.9,0.002195165
22.9,8.6,244,0.0016791
22.9,18.4,274.4,0.001704545
22.9,28.5,282.5,0.002174531
22.9,37.5,286.1,0.002892711
22.9,45.1,288.1,0.003677061
22.9,51.5,289.4,0.004432063
22.9,56.9,290.2,0.005122812
20.4,60.1,141.2,0.008698577
20.4,55.8,144.6,0.008249525
20.4,51.1,149.2,0.00772672
20.4,45.8,155.5,0.007094315
20.4,40.3,164.4,0.006394771
20.4,35.2,177.2,0.005684567
20.4,31.7,194.6,0.005070468
20.4,31.1,215.1,0.004662585
20.4,33.7,234,0.004533912
20.4,38.4,248.5,0.004663386
20.4,43.9,258.7,0.004980818
20.4,49.4,265.8,0.005405211
20.4,54.4,270.9,0.005848067
20.4,58.8,274.7,0.006269237
29.7,63.6,77.5,0.006549987
29.7,60.6,72.7,0.005797455
29.7,57.4,66.8,0.004929671
29.7,54.2,59.6,0.003982404
29.7,51.4,51,0.003036571
29.7,49.2,40.8,0.002150319
29.7,48.1,29.5,0.001455951
29.7,48.2,17.8,0.001030406
29.7,49.5,6.6,0.000917647
29.7,51.9,356.6,0.001109566
29.7,54.8,348.1,0.001515682
29.7,58,341.1,0.002063049
29.7,61.2,335.4,0.002670133
29.7,64.3,330.7,0.003291666
18,66.4,157.1,0.009415765
18,63.6,161,0.009169469
18,60.6,165.8,0.008878199
18,57.4,171.6,0.008530865
18,54.4,178.7,0.008165841
18,51.6,187.2,0.007770149
18,49.9,230.5,0.006747883
18,52.2,240.2,0.006754557
18,55.1,248.4,0.006858547
18,58.2,255.3,0.007014516
18,61.4,260.8,0.007225865
18,64.4,265.4,0.007437407
27.1,60.1,94.5,0.007217659
27.1,55.9,91,0.006447263
27.1,51.1,86.4,0.005508341
27.1,45.8,80,0.004399214
27.1,40.2,71,0.003166447
27.1,35.1,58.1,0.00193925
27.1,31.5,40.5,0.000893683
27.1,30.9,19.8,0.000242153
